得意先[    100]-[ 200000] ＊＊ 得意先ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/05/22(13:51),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
得意先CD,得意先名ｶﾅ,得意先名,得意先(略),郵便番号,住所1,住所2,E-mail,備考,電話番号,FAX番号,担当者CD,担当者名,請求先CD,売上区分,税区分(売掛),税端数(売掛),税区分(現金),税端数(現金),締ｸﾞﾙｰﾌﾟ,合計請求書,請求明細書,入金予定日,入金方法,単価管理,単価ｸﾞﾙｰﾌﾟ,掛率,金額端数,登録日,最終更新日
30408,ユーロテ（メキシコ,Comercializadora sueca de Mexico　ﾒｷｼｺ,COMercializadora sue,,,,,,,,91,下平,30408,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2016/3/9,2024/9/5
30409,ジャスミンパール,the JasminePearl TeaCo.　ｱﾒﾘｶ,the JasminePearl Tea,,,,,,,,98,ラファエル,30409,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2016/3/9,2024/9/5
30412,アエノカゼ,あえの風,あえの風,926-0192,石川県七尾市和歌崎町8-1,,,,,,95,林(香),30412,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/4/2,2024/9/5
30419,ワイズマート,株式会社　ワイズマート,株式会社 ワイズマー,,,,,,,,690,金城,30419,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2016/5/1,2024/9/5
30421,トウバエセイチャ,東八重製茶,東八重製茶,,志布志市有明町伊崎田130,,,,,,94,堀口(崇),30421,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2016/5/1,2024/9/5
30422,ヨコミネ,ヨコミネ株式会社,ヨコミネ株式会社,899-7402,鹿児島県志布志市有明町野井倉8474-5,,,,,,95,林(香),30422,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2016/5/1,2025/5/22
30428,イアン・カービー,SHINZO ｲｱﾝ･ｶｰﾋﾞｰ ｲｷﾞﾘｽ,SHINZO ｲｱﾝ･ｶｰﾋﾞｰ ｲｷﾞ,,,,,,,,91,下平,30428,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2016/5/10,2024/9/5
30431,イトウエン,株式会社　伊藤園,株式会社 伊藤園,151-8550,東京都渋谷区本町3丁目47番10号,販売促進部第八課,,原田店用,,,430,鈴木,30431,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/6/7,2024/9/5
30433,マルニシシュゾウ,丸西酒造合資会社,丸西酒造合資会社,899-7503,志布志市有明町蓬原1397-1,,,,,,94,堀口(崇),30433,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後15日払,3 振込,1 個別単価,,,1,2016/6/10,2024/9/5
30435,シズオカティドットコーム,Shizuokatea.com,Shizuokatea.com,,7640 NE Airport Way #56732Portland OR 97238　USA,,,, 1-800-380-7030,,98,ラファエル,30435,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2016/6/17,2023/10/2
30438,モリノエン,株式会社　森乃園,森乃園　部長　野村綾,103-0013,東京都中央区日本橋人形町2-10-11,,,,,,95,林(香),30438,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2016/7/1,2025/5/22
30442,ニシハラショクヒン,株式会社　西原食品,株式会社　西原食品,891-1304,鹿児島市本名町1822番地1,,,,099-246-9755,099-294-2877,690,金城,30442,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/8/3,2024/9/14
30443,シブシシカンコウトクサンヒンキョウカイ,志布志市観光特産品協会　物産振興室,志布志市観光特産品協,899-7103,鹿児島県志布志市志布志町志布志2丁目28-11,,,,,,690,金城,30443,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/8/12,2024/9/5
30449,タイノショウガッコウ,泰野小学校,泰野小学校,,,,,,,,345,瀬口,30449,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/9/23,2024/9/5
30452,トレーディングハウス,Trading House Sergeev and Company ﾛｼｱ,Trading House Sergee,,,,,,,,91,下平,30452,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/10/1,2025/4/24
30453,ストックホルムトウキョウ,STOCKHOLM TOKYO AB ｽｳｪｰﾃﾞﾝ,STOCKHOLM TOKYO AB,,Borgmastarvagen 11、SE 19335 S,,,,,,91,下平,30453,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/10/6,2024/2/17
30456,ムロゾノメイチャ,室園銘茶　株式会社,室園銘茶　株式会社,834-0064,福岡県八女市蒲原948-1,,,,,,95,林(香),30456,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2016/11/26,2024/9/5
30464,タイカイシュゾウ,大海酒造株式会社,大海酒造株式会社,893-0016,鹿児島県鹿屋市白崎町21-1,,,,,,94,堀口(崇),30464,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2017/1/8,2024/9/5
30465,物産振興室　直送シブシシチョウシモヒラ　,志布志市長　下平晴行　,志布志市長　下平晴行,899-7192,鹿児島県志布志市志布志町志布志2丁目1-1,,,物産振興室(直送) 2020/4/1よりLR株式会社へ変更,099-472-7030,099-472-7031,90,丸山,30465,1 売掛,3 明細単位,3 切り上げ,3 明細単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2017/1/16,2024/11/29
30467,エイギョウスイシンブサイジヨウ,営業推進部催事用,営業推進部催事用,,,,,,,,690,金城,30467,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2017/1/30,2024/9/5
30468,コードスペース（クラヨウ,CodeSpaces(蔵用),CodeSpaces(蔵用),,,,,,,,430,鈴木,30468,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,9 その他,1 個別単価,,,2,2017/1/31,2024/9/5
30469,アグラックフードアンド,Agrak Food & Beverage Trading LLC ドバイ,Agrak Food & Beverag,,P.O.Box: 624558 No.1615 Tama,ni Arts Bldg  Business Bay Du,,,-5577,,91,下平,30469,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/2/1,2024/12/28
30473,サスキエン,株式会社　お茶の佐寿喜園,株式会社 お茶の佐寿,427-0111,静岡県島田市阪本938-1,,,,,,95,林(香),30473,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2017/2/18,2024/2/17
30475,ホンコンティハウス,Hong Kong Tea House International Limite,Hong Kong Tea House,,606 6F Haleson Building 1st,,,,,,91,下平,30475,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2017/3/22,2024/9/5
30476,ナリザワチュウザンテン,有限会社　なりざわ中山店,有限会社 なりざわ 中,891-0113,鹿児島市東谷山7丁目30番12号,,,,,,20,福田,30476,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2017/3/26,2024/9/5
30481,マイアミレコード,ｍｉａｍｉｒｅｃｏｒｄｓ,ｍｉａｍｉｒｅｃｏｒ,152-0001,神奈川県相模原市南区西大沼4-6-24,,,,,,90,丸山,30481,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2017/4/29,2023/10/2
30485,アールジェイグループ,ＲＪグループ株式会社,ｱｰﾙｼﾞｪｲｸﾞﾙｰﾌﾟ　劉様,160-0022,東京都新宿区新宿２-４-１ 402,,,,,,91,下平,30485,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/5/26,2024/9/5
30488,ニホンリョクチャセンター,日本緑茶センター株式会社,日本緑茶ｾﾝﾀｰ,150-0031,東京都渋谷区桜丘町24-4,東武富士ビル6階,,,,,91,下平,30488,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/6/9,2024/9/5
30495,フジヤセイカ,冨士屋製菓有限会社,冨士屋製菓有限会社,899-7305, 鹿児島県曽於郡大崎町仮宿,1098－2,,,,,95,林(香),30495,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/7/12,2024/9/5
30496,リフィ,Leefe Pte Ltd ｼﾝｶﾞﾎﾟｰﾙ,Leefe Pte Ltd,,125 Arthur Road #09-03 Singapo,,,,,,98,ラファエル,30496,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/7/25,2024/9/5
30497,アイセイカイ（キュウショク,社会福祉法人　愛生会(給食),社会福祉法人　愛生会,899-7301,曽於郡大崎町菱田3596,,,,,,439,末永,30497,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/7/27,2024/9/5
30504,オオツカセイチャ,大塚製茶株式会社,大塚製茶株式会社,436-0009,静岡県掛川市大野1638番地,,,,,,94,堀口(崇),30504,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/9/5,2024/9/5
30507,クバラホンケショクヒンセイゾウカンリカ,株式会社久原本家食品製造管理課調達係(300658),株式会社 久原本家食,811-2503,福岡県糟屋郡久山町大字猪野1442,,,,,,690,金城,30507,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2017/9/30,2024/9/5
30510,ワカシオシュゾウ,若潮酒造株式会社,若潮酒造株式会社,899-7104,鹿児島県志布志市志布志町安楽,215番地,,,,,690,金城,30510,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/10/8,2024/9/5
30511,キュウシュウテーブル,株式会社　九州テーブル,株式会社　九州ﾃｰﾌﾞﾙ,880-2214,宮崎県宮崎市高岡町小山田,字麓973番地2,,,0985-78-0018,0985-55-0653,690,金城,30511,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/10/8,2024/9/5
30513,セイキョウコープカゴシマ,生協コープかごしま　コープしぶし店,生協ｺｰﾌﾟかごしま ｺｰﾌ,899-7104,志布志市志布志町安楽589-2,,,,,,690,金城,30513,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2017/11/30,2024/9/5
30514,ノウライフ,株式会社　 農Life,株式会社　 農Life,899-7603,鹿児島県志布志市松山町尾野見,3090,,,,,94,堀口(崇),30514,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2017/12/1,2024/9/5
30519,モリヤマショウガッコウ,森山小学校,森山小学校,,,,,,,,345,瀬口,30519,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2017/12/8,2024/9/5
30521,ホテル　サツキエン,ホテル　さつき苑,ﾎﾃﾙ さつき苑,893-0064,鹿屋市西原1丁目9-10,,,,,,400,前田,30521,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後31日払,3 振込,1 個別単価,,,2,2017/12/15,2024/9/5
30522,アビガイル・テリアン,Abigail Terrin,Abigail Terrin,150-0001,東京都渋谷区神宮前5-21-20,タウンハウス202,,,,,98,ラファエル,30522,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/12/18,2024/9/5
30523,チャショウロクベエ,株式会社　茶匠六兵衛,株式会社 茶匠六兵衛,603-8215,京都市北区紫野下門前町,63番地2,,,075-493-0063,,94,堀口(崇),30523,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後 0日払,3 振込,1 個別単価,,,1,2017/12/22,2024/9/5
30533,ヒカワ,株式会社　ひかわ,株式会社 ひかわ,699-0631,島根県出雲市斐川町直江2620-2,,,,0853-72-2134,0853-72-8279,94,堀口(崇),30533,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/3/12,2024/9/5
30535,カツキショウガッコウ,香月小学校,香月小学校,,,,,,,,345,瀬口,30535,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2018/3/26,2024/9/5
30536,チャーシュティー,CHASH The fine Tea Co ｲｷﾞﾘｽ,CHASH The fine Tea C,,Dan RookCHASH The Fine Tea Co,354 St John StreetEC1V4NR　Lon,,,,,98,ラファエル,30536,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2018/3/28,2024/9/5
30537,セントロランドブッサンカンチョクバイジョ,セントロランド物産館直売所,セントロランド物産館,,,,,旧株式会社　財宝温泉(あすぱる大崎),,,690,金城,30537,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,2ヶ月後10日払,3 振込,1 個別単価,,,1,2018/4/12,2023/10/2
30539,アヴェニール,AvenirX 株式会社 (AvenirX K.K.),ｱｳﾞｪﾆｰﾙ,107-0052,東京都港区赤坂2-18-12,,,,,,91,下平,30539,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/4/19,2024/9/5
30541,カワノカオル,河野　薫,河野 薫,888-0007,宮崎県串間市大字南方4235,,,,090-5485-7938,,95,林(香),30541,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/5/22,2024/6/17
30542,クリシュナー,Kirchner　Fischer & Co GmbH ﾄﾞｲﾂ,Kirchner　Fischer &,,Daimlerstrase 13　25337 Elmsho,,,,,,91,下平,30542,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2018/6/22,2024/9/5
30543,ラク,株式会社　樂,株式会社 樂,990-0041,山形県山形市緑町2-7-4,,,旧　東京都渋谷区代々木4-31-4 13F,023-666-3335,,95,林(香),30543,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2018/6/26,2024/9/5
30544,カゴシマホリグチセイチャ,鹿児島堀口製茶(有)(茶音の蔵),鹿児島堀口製茶(有)(,,,,,,,,430,鈴木,30544,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/7/2,2024/9/5
30547,デリケア,デリケア株式会社,デリケア株式会社,567-0865,大阪府茨木市横江2-1-27,,,,,,94,堀口(崇),30547,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/7/22,2024/9/5
30549,シゼンノミヤコ,自然の都,自然の都,885-0021,宮崎県都城市平江町44-3-2,,,,,,95,林(香),30549,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/8/22,2024/9/5
30550,ホットランド,株式会社ホットランド,株式会社ﾎｯﾄﾗﾝﾄﾞ,104-0041,東京都中央区新富1-9-6,新富1丁目ビル4階,,,,,90,丸山,30550,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/9/8,2024/9/5
30551,フウケイ,株式会社　風景,株式会社 風景,081-0346,北海道河東郡鹿追町東瓜幕西,18線28-26,,,0156-67-2382,0156-67-2386,95,林(香),30551,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,1ヶ月後 0日払,1 現金,1 個別単価,,,2,2018/9/14,2024/9/5
30553,トヨタシャタイケンキュウショ,株式会社トヨタ車体研究所,トヨタ車体研究所,899-4461,鹿児島県霧島市国分上之段,395番地1,,,0995-48-2850,0995-48-2815,95,林(香),30553,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後31日払,3 振込,1 個別単価,,,2,2018/10/18,2024/9/5
30554,アサヒコウサン,旭興産株式会社,旭興産株式会社,160-0022,東京都新宿区新宿1-1-14,,,,03-3356-4724,,95,林(香),30554,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後31日払,3 振込,1 個別単価,,,3,2018/10/18,2024/9/5
30559,カネジュウノウエン,カネジュウ農園株式会社,カネジュウ農園株式会,421-0524,静岡県榛原郡相良町須々木469-1,,,,0548-52-0386,,94,堀口(崇),30559,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,2,2018/11/14,2024/9/5
30560,サトフル,株式会社さとふる,株式会社さとふる,104-0031,東京都中央区京橋2丁目2-1,京橋エドグラン13階,,,03-6895-1883,,90,丸山,30560,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,1,2018/11/15,2024/9/5
